source	target	relation	target role	tabletID	museum Nr	excavation Nr	publication	archive	text type	subtype	place of writing	date	reign
P06241	P06661	creditor > witness-scribe	witness	T03427	BM 30582		Wunsch 1993b, no. 86	Egibi Nūr-Sîn	Legal document	promissory note, with pledge	Šahrīn	7.5.0 Nabonidus	 Nabonidus
P06616	P06613	guarantor > witness-scribe	scribe (ṭupšarru)	T03427	BM 30582		Wunsch 1993b, no. 86	Egibi Nūr-Sîn	Legal document	promissory note, with pledge	Šahrīn	7.5.0 Nabonidus	 Nabonidus
P06616	P06184	guarantor > witness-scribe	witness	T03427	BM 30582		Wunsch 1993b, no. 86	Egibi Nūr-Sîn	Legal document	promissory note, with pledge	Šahrīn	7.5.0 Nabonidus	 Nabonidus
P06616	P06658	guarantor > witness-scribe	witness	T03427	BM 30582		Wunsch 1993b, no. 86	Egibi Nūr-Sîn	Legal document	promissory note, with pledge	Šahrīn	7.5.0 Nabonidus	 Nabonidus
P06616	P06661	guarantor > witness-scribe	witness	T03427	BM 30582		Wunsch 1993b, no. 86	Egibi Nūr-Sîn	Legal document	promissory note, with pledge	Šahrīn	7.5.0 Nabonidus	 Nabonidus
P00036	P06613	creditor > witness-scribe	scribe (ṭupšarru)	T03433	BM 30409		Wunsch 1993b, no. 88	Egibi Nūr-Sîn	Legal document	promissory note	Babylon	7.12.0 Nabonidus	 Nabonidus
P00036	P01672	creditor > witness-scribe	witness, regular (mukinnu)	T03433	BM 30409		Wunsch 1993b, no. 88	Egibi Nūr-Sîn	Legal document	promissory note	Babylon	7.12.0 Nabonidus	 Nabonidus
P00036	P06646	creditor > witness-scribe	witness, regular (mukinnu)	T03433	BM 30409		Wunsch 1993b, no. 88	Egibi Nūr-Sîn	Legal document	promissory note	Babylon	7.12.0 Nabonidus	 Nabonidus
P00036	P06694	creditor > witness-scribe	witness, regular (mukinnu)	T03433	BM 30409		Wunsch 1993b, no. 88	Egibi Nūr-Sîn	Legal document	promissory note	Babylon	7.12.0 Nabonidus	 Nabonidus
P02830	P06613	creditor > witness-scribe	scribe (ṭupšarru)	T03436	BM 31252		Wunsch 1993b, no. 89	Egibi Nūr-Sîn	Legal document	promissory note, with interest	Babylon	20.12.0 Nabonidus	 Nabonidus
P02830	P06685	creditor > witness-scribe	witness, regular (mukinnu)	T03436	BM 31252		Wunsch 1993b, no. 89	Egibi Nūr-Sîn	Legal document	promissory note, with interest	Babylon	20.12.0 Nabonidus	 Nabonidus
P02830	P08866	creditor > witness-scribe	witness, regular (mukinnu)	T03436	BM 31252		Wunsch 1993b, no. 89	Egibi Nūr-Sîn	Legal document	promissory note, with interest	Babylon	20.12.0 Nabonidus	 Nabonidus
P09073	P06613	guarantor > witness-scribe	scribe (ṭupšarru)	T03436	BM 31252		Wunsch 1993b, no. 89	Egibi Nūr-Sîn	Legal document	promissory note, with interest	Babylon	20.12.0 Nabonidus	 Nabonidus
P27834	P06613	guarantor > witness-scribe	scribe (ṭupšarru)	T03436	BM 31252		Wunsch 1993b, no. 89	Egibi Nūr-Sîn	Legal document	promissory note, with interest	Babylon	20.12.0 Nabonidus	 Nabonidus
P09073	P06685	guarantor > witness-scribe	witness, regular (mukinnu)	T03436	BM 31252		Wunsch 1993b, no. 89	Egibi Nūr-Sîn	Legal document	promissory note, with interest	Babylon	20.12.0 Nabonidus	 Nabonidus
P09073	P08866	guarantor > witness-scribe	witness, regular (mukinnu)	T03436	BM 31252		Wunsch 1993b, no. 89	Egibi Nūr-Sîn	Legal document	promissory note, with interest	Babylon	20.12.0 Nabonidus	 Nabonidus
P27834	P06685	guarantor > witness-scribe	witness, regular (mukinnu)	T03436	BM 31252		Wunsch 1993b, no. 89	Egibi Nūr-Sîn	Legal document	promissory note, with interest	Babylon	20.12.0 Nabonidus	 Nabonidus
P27834	P08866	guarantor > witness-scribe	witness, regular (mukinnu)	T03436	BM 31252		Wunsch 1993b, no. 89	Egibi Nūr-Sîn	Legal document	promissory note, with interest	Babylon	20.12.0 Nabonidus	 Nabonidus
P15256	P15692	prebend-holder > witness-scribe	scribe (ṭupšarru)	T03448	Unknown (IM)		UET 4, 60	Gallābu (Ur)	Legal document	inheritance-related	Not mentioned	25.2.16 Artaxerxes II	 Artaxerxes II
P15256	P15789	prebend-holder > witness-scribe	witness	T03448	Unknown (IM)		UET 4, 60	Gallābu (Ur)	Legal document	inheritance-related	Not mentioned	25.2.16 Artaxerxes II	 Artaxerxes II
P15256	P16061	prebend-holder > witness-scribe	witness	T03448	Unknown (IM)		UET 4, 60	Gallābu (Ur)	Legal document	inheritance-related	Not mentioned	25.2.16 Artaxerxes II	 Artaxerxes II
P15256	P16093	prebend-holder > witness-scribe	witness	T03448	Unknown (IM)		UET 4, 60	Gallābu (Ur)	Legal document	inheritance-related	Not mentioned	25.2.16 Artaxerxes II	 Artaxerxes II
P15256	P16119	prebend-holder > witness-scribe	witness	T03448	Unknown (IM)		UET 4, 60	Gallābu (Ur)	Legal document	inheritance-related	Not mentioned	25.2.16 Artaxerxes II	 Artaxerxes II
P15256	P16140	prebend-holder > witness-scribe	witness	T03448	Unknown (IM)		UET 4, 60	Gallābu (Ur)	Legal document	inheritance-related	Not mentioned	25.2.16 Artaxerxes II	 Artaxerxes II
P15256	P16155	prebend-holder > witness-scribe	witness	T03448	Unknown (IM)		UET 4, 60	Gallābu (Ur)	Legal document	inheritance-related	Not mentioned	25.2.16 Artaxerxes II	 Artaxerxes II
P15256	P16181	prebend-holder > witness-scribe	witness	T03448	Unknown (IM)		UET 4, 60	Gallābu (Ur)	Legal document	inheritance-related	Not mentioned	25.2.16 Artaxerxes II	 Artaxerxes II
P22432	P24484	exchanger > witness-scribe	scribe (ṭupšarru)	T03457	BM 26507		Waerzeggers 2010, no. 133	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	11.5.04 Nabopolassar	 Nabopolassar
P22434	P24484	exchanger > witness-scribe	scribe (ṭupšarru)	T03457	BM 26507		Waerzeggers 2010, no. 133	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	11.5.04 Nabopolassar	 Nabopolassar
P22432	P22679	exchanger > witness-scribe	witness, regular (mukinnu)	T03457	BM 26507		Waerzeggers 2010, no. 133	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	11.5.04 Nabopolassar	 Nabopolassar
P22432	P24337	exchanger > witness-scribe	witness, regular (mukinnu)	T03457	BM 26507		Waerzeggers 2010, no. 133	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	11.5.04 Nabopolassar	 Nabopolassar
P22432	P24804	exchanger > witness-scribe	witness, regular (mukinnu)	T03457	BM 26507		Waerzeggers 2010, no. 133	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	11.5.04 Nabopolassar	 Nabopolassar
P22432	P25132	exchanger > witness-scribe	witness, regular (mukinnu)	T03457	BM 26507		Waerzeggers 2010, no. 133	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	11.5.04 Nabopolassar	 Nabopolassar
P22432	P27715	exchanger > witness-scribe	witness, regular (mukinnu)	T03457	BM 26507		Waerzeggers 2010, no. 133	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	11.5.04 Nabopolassar	 Nabopolassar
P22434	P22679	exchanger > witness-scribe	witness, regular (mukinnu)	T03457	BM 26507		Waerzeggers 2010, no. 133	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	11.5.04 Nabopolassar	 Nabopolassar
P22434	P24337	exchanger > witness-scribe	witness, regular (mukinnu)	T03457	BM 26507		Waerzeggers 2010, no. 133	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	11.5.04 Nabopolassar	 Nabopolassar
P22434	P24804	exchanger > witness-scribe	witness, regular (mukinnu)	T03457	BM 26507		Waerzeggers 2010, no. 133	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	11.5.04 Nabopolassar	 Nabopolassar
P22434	P25132	exchanger > witness-scribe	witness, regular (mukinnu)	T03457	BM 26507		Waerzeggers 2010, no. 133	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	11.5.04 Nabopolassar	 Nabopolassar
P22434	P27715	exchanger > witness-scribe	witness, regular (mukinnu)	T03457	BM 26507		Waerzeggers 2010, no. 133	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	11.5.04 Nabopolassar	 Nabopolassar
P22430	P22679	seller > witness-scribe	witness, regular (mukinnu)	T03457	BM 26507		Waerzeggers 2010, no. 133	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	11.5.04 Nabopolassar	 Nabopolassar
P22430	P24337	seller > witness-scribe	witness, regular (mukinnu)	T03457	BM 26507		Waerzeggers 2010, no. 133	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	11.5.04 Nabopolassar	 Nabopolassar
P22430	P24804	seller > witness-scribe	witness, regular (mukinnu)	T03457	BM 26507		Waerzeggers 2010, no. 133	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	11.5.04 Nabopolassar	 Nabopolassar
P22430	P25132	seller > witness-scribe	witness, regular (mukinnu)	T03457	BM 26507		Waerzeggers 2010, no. 133	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	11.5.04 Nabopolassar	 Nabopolassar
P22430	P27715	seller > witness-scribe	witness, regular (mukinnu)	T03457	BM 26507		Waerzeggers 2010, no. 133	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	11.5.04 Nabopolassar	 Nabopolassar
P22438	P25734	donee > witness-scribe	scribe (ṭupšarru šāṭir kunukki)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22438	P23683	donee > witness-scribe	witness, official (ina/ana mahar)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22438	P25520	donee > witness-scribe	witness, official (ina/ana mahar)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22438	P22674	donee > witness-scribe	witness, regular (pāni)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22438	P22676	donee > witness-scribe	witness, regular (pāni)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22438	P24793	donee > witness-scribe	witness, regular (pāni)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22438	P25622	donee > witness-scribe	witness, regular (pāni)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22438	P26002	donee > witness-scribe	witness, regular (pāni)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22438	P27547	donee > witness-scribe	witness, regular (pāni)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22437	P25734	donor > witness-scribe	scribe (ṭupšarru šāṭir kunukki)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22437	P23683	donor > witness-scribe	witness, official (ina/ana mahar)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22437	P25520	donor > witness-scribe	witness, official (ina/ana mahar)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22437	P22674	donor > witness-scribe	witness, regular (pāni)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22437	P22676	donor > witness-scribe	witness, regular (pāni)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22437	P24793	donor > witness-scribe	witness, regular (pāni)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22437	P25622	donor > witness-scribe	witness, regular (pāni)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22437	P26002	donor > witness-scribe	witness, regular (pāni)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22437	P27547	donor > witness-scribe	witness, regular (pāni)	T03463	BM 26488		Waerzeggers 2010, no. 135	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	20.4.09 Nabopolassar	 Nabopolassar
P22439	P18693	seller > witness-scribe	witness	T03466	BM 109253		Waerzeggers 2010, no. 136	Rē’i-alpi (Borsippa)	Legal document	purchase	Borsippa	28.9.01 Nebuchadnezzar II	 Nebuchadnezzar II
P22439	P24964	seller > witness-scribe	witness	T03466	BM 109253		Waerzeggers 2010, no. 136	Rē’i-alpi (Borsippa)	Legal document	purchase	Borsippa	28.9.01 Nebuchadnezzar II	 Nebuchadnezzar II
P22439	P26025	seller > witness-scribe	witness, regular (pāni)	T03466	BM 109253		Waerzeggers 2010, no. 136	Rē’i-alpi (Borsippa)	Legal document	purchase	Borsippa	28.9.01 Nebuchadnezzar II	 Nebuchadnezzar II
P22439	P26074	seller > witness-scribe	witness, regular (pāni)	T03466	BM 109253		Waerzeggers 2010, no. 136	Rē’i-alpi (Borsippa)	Legal document	purchase	Borsippa	28.9.01 Nebuchadnezzar II	 Nebuchadnezzar II
P22439	P27164	seller > witness-scribe	witness, regular (pāni)	T03466	BM 109253		Waerzeggers 2010, no. 136	Rē’i-alpi (Borsippa)	Legal document	purchase	Borsippa	28.9.01 Nebuchadnezzar II	 Nebuchadnezzar II
P09166	P06625	creditor > witness-scribe	scribe (ṭupšarru)	T03469	BM 32867		Wunsch 1993b, no. 90	Egibi Nūr-Sîn	Legal document	purchase	Šahrīn	30.13.0 Nabonidus	 Nabonidus
P09166	P02485	creditor > witness-scribe	witness, regular (mukinnu)	T03469	BM 32867		Wunsch 1993b, no. 90	Egibi Nūr-Sîn	Legal document	purchase	Šahrīn	30.13.0 Nabonidus	 Nabonidus
P00036	P06613	creditor > witness-scribe	scribe (ṭupšarru)	T03472	MNB 1137		Wunsch 1993b, no. 91	Egibi Nūr-Sîn	Legal document	promissory note, without interest	Šahrīn	6.1.1 Nabonidus	 Nabonidus
P00036	P09187	creditor > witness-scribe	witness, regular (mukinnu)	T03472	MNB 1137		Wunsch 1993b, no. 91	Egibi Nūr-Sîn	Legal document	promissory note, without interest	Šahrīn	6.1.1 Nabonidus	 Nabonidus
P00036	P15534	creditor > witness-scribe	witness, regular (mukinnu)	T03472	MNB 1137		Wunsch 1993b, no. 91	Egibi Nūr-Sîn	Legal document	promissory note, without interest	Šahrīn	6.1.1 Nabonidus	 Nabonidus
P09202	P06613	creditor > witness-scribe	scribe (ṭupšarru)	T03475	BM 31336		Wunsch 1993b, no. 92	Egibi Nūr-Sîn	Legal document	promissory note, without interest	Šahrīn	6.1.1 Nabonidus	 Nabonidus
P09202	P15534	creditor > witness-scribe	witness, regular (mukinnu)	T03475	BM 31336		Wunsch 1993b, no. 92	Egibi Nūr-Sîn	Legal document	promissory note, without interest	Šahrīn	6.1.1 Nabonidus	 Nabonidus
P09202	P15611	creditor > witness-scribe	witness, regular (mukinnu)	T03475	BM 31336		Wunsch 1993b, no. 92	Egibi Nūr-Sîn	Legal document	promissory note, without interest	Šahrīn	6.1.1 Nabonidus	 Nabonidus
P08950	P06613	creditor > witness-scribe	scribe (ṭupšarru)	T03478	BM 31785		Wunsch 1993b, no. 93	Egibi Nūr-Sîn	Legal document	promissory note	Šahrīn	6.1.1 Nabonidus	 Nabonidus
P09130	P06613	creditor > witness-scribe	scribe (ṭupšarru)	T03478	BM 31785		Wunsch 1993b, no. 93	Egibi Nūr-Sîn	Legal document	promissory note	Šahrīn	6.1.1 Nabonidus	 Nabonidus
P08950	P08839	creditor > witness-scribe	witness	T03478	BM 31785		Wunsch 1993b, no. 93	Egibi Nūr-Sîn	Legal document	promissory note	Šahrīn	6.1.1 Nabonidus	 Nabonidus
P08950	P15748	creditor > witness-scribe	witness	T03478	BM 31785		Wunsch 1993b, no. 93	Egibi Nūr-Sîn	Legal document	promissory note	Šahrīn	6.1.1 Nabonidus	 Nabonidus
P09130	P08839	creditor > witness-scribe	witness	T03478	BM 31785		Wunsch 1993b, no. 93	Egibi Nūr-Sîn	Legal document	promissory note	Šahrīn	6.1.1 Nabonidus	 Nabonidus
P09130	P15748	creditor > witness-scribe	witness	T03478	BM 31785		Wunsch 1993b, no. 93	Egibi Nūr-Sîn	Legal document	promissory note	Šahrīn	6.1.1 Nabonidus	 Nabonidus
P00036	P06241	business partner > witness-scribe	witness, regular (mukinnu)	T03481	BM 31260		Wunsch 1993b, no. 94	Egibi Nūr-Sîn	Legal document	promissory note	Babylon	22.1.1 Nabonidus	 Nabonidus
P00036	P06712	business partner > witness-scribe	witness, regular (mukinnu)	T03481	BM 31260		Wunsch 1993b, no. 94	Egibi Nūr-Sîn	Legal document	promissory note	Babylon	22.1.1 Nabonidus	 Nabonidus
P06184	P06241	creditor > witness-scribe	witness, regular (mukinnu)	T03481	BM 31260		Wunsch 1993b, no. 94	Egibi Nūr-Sîn	Legal document	promissory note	Babylon	22.1.1 Nabonidus	 Nabonidus
P06184	P06712	creditor > witness-scribe	witness, regular (mukinnu)	T03481	BM 31260		Wunsch 1993b, no. 94	Egibi Nūr-Sîn	Legal document	promissory note	Babylon	22.1.1 Nabonidus	 Nabonidus
P06190	P06220	creditor > witness-scribe	scribe (ṭupšarru)	T03484	BM 30517		Wunsch 1993b, no. 95	Egibi Nūr-Sîn	Legal document	promissory note	Til-Gula	19.3.1 Nabonidus	 Nabonidus
P06190	P00036	creditor > witness-scribe	witness, regular (mukinnu)	T03484	BM 30517		Wunsch 1993b, no. 95	Egibi Nūr-Sîn	Legal document	promissory note	Til-Gula	19.3.1 Nabonidus	 Nabonidus
P06190	P06691	creditor > witness-scribe	witness, regular (mukinnu)	T03484	BM 30517		Wunsch 1993b, no. 95	Egibi Nūr-Sîn	Legal document	promissory note	Til-Gula	19.3.1 Nabonidus	 Nabonidus
P00036	P06613	business partner > witness-scribe	scribe (ṭupšarru)	T03487	BM 30985		Wunsch 1993b, no. 96	Egibi Nūr-Sîn	Legal document	promissory note	Šahrīn	3.6.1 Nabonidus	 Nabonidus
P00036	P20064	business partner > witness-scribe	witness, regular (mukinnu)	T03487	BM 30985		Wunsch 1993b, no. 96	Egibi Nūr-Sîn	Legal document	promissory note	Šahrīn	3.6.1 Nabonidus	 Nabonidus
P00036	P23262	business partner > witness-scribe	witness, regular (mukinnu)	T03487	BM 30985		Wunsch 1993b, no. 96	Egibi Nūr-Sîn	Legal document	promissory note	Šahrīn	3.6.1 Nabonidus	 Nabonidus
P06184	P06613	creditor > witness-scribe	scribe (ṭupšarru)	T03487	BM 30985		Wunsch 1993b, no. 96	Egibi Nūr-Sîn	Legal document	promissory note	Šahrīn	3.6.1 Nabonidus	 Nabonidus
P06184	P20064	creditor > witness-scribe	witness, regular (mukinnu)	T03487	BM 30985		Wunsch 1993b, no. 96	Egibi Nūr-Sîn	Legal document	promissory note	Šahrīn	3.6.1 Nabonidus	 Nabonidus
P06184	P23262	creditor > witness-scribe	witness, regular (mukinnu)	T03487	BM 30985		Wunsch 1993b, no. 96	Egibi Nūr-Sîn	Legal document	promissory note	Šahrīn	3.6.1 Nabonidus	 Nabonidus
P06184	P06685	creditor > witness-scribe	witness, regular (mukinnu)	T03490	BM 31080		Wunsch 1993b, no. 97	Egibi Nūr-Sîn	Legal document	promissory note	Babylon	26.6.1 Nabonidus	 Nabonidus
P06184	P09109	creditor > witness-scribe	witness, regular (mukinnu)	T03490	BM 31080		Wunsch 1993b, no. 97	Egibi Nūr-Sîn	Legal document	promissory note	Babylon	26.6.1 Nabonidus	 Nabonidus
P06184	P19555	creditor > witness-scribe	witness, regular (mukinnu)	T03490	BM 31080		Wunsch 1993b, no. 97	Egibi Nūr-Sîn	Legal document	promissory note	Babylon	26.6.1 Nabonidus	 Nabonidus
P01672	P06613	creditor > witness-scribe	scribe (ṭupšarru)	T03499	BM 30614		Wunsch 1993b, no. 99	Egibi Nūr-Sîn	Legal document	purchase	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P08914	P06613	creditor > witness-scribe	scribe (ṭupšarru)	T03499	BM 30614		Wunsch 1993b, no. 99	Egibi Nūr-Sîn	Legal document	purchase	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P25356	P06613	creditor > witness-scribe	scribe (ṭupšarru)	T03499	BM 30614		Wunsch 1993b, no. 99	Egibi Nūr-Sîn	Legal document	purchase	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P01672	P06622	creditor > witness-scribe	witness, regular (mukinnu)	T03499	BM 30614		Wunsch 1993b, no. 99	Egibi Nūr-Sîn	Legal document	purchase	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P01672	P06649	creditor > witness-scribe	witness, regular (mukinnu)	T03499	BM 30614		Wunsch 1993b, no. 99	Egibi Nūr-Sîn	Legal document	purchase	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P01672	P08899	creditor > witness-scribe	witness, regular (mukinnu)	T03499	BM 30614		Wunsch 1993b, no. 99	Egibi Nūr-Sîn	Legal document	purchase	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P01672	P15480	creditor > witness-scribe	witness, regular (mukinnu)	T03499	BM 30614		Wunsch 1993b, no. 99	Egibi Nūr-Sîn	Legal document	purchase	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P08914	P06622	creditor > witness-scribe	witness, regular (mukinnu)	T03499	BM 30614		Wunsch 1993b, no. 99	Egibi Nūr-Sîn	Legal document	purchase	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P08914	P06649	creditor > witness-scribe	witness, regular (mukinnu)	T03499	BM 30614		Wunsch 1993b, no. 99	Egibi Nūr-Sîn	Legal document	purchase	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P08914	P08899	creditor > witness-scribe	witness, regular (mukinnu)	T03499	BM 30614		Wunsch 1993b, no. 99	Egibi Nūr-Sîn	Legal document	purchase	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P08914	P15480	creditor > witness-scribe	witness, regular (mukinnu)	T03499	BM 30614		Wunsch 1993b, no. 99	Egibi Nūr-Sîn	Legal document	purchase	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P25356	P06622	creditor > witness-scribe	witness, regular (mukinnu)	T03499	BM 30614		Wunsch 1993b, no. 99	Egibi Nūr-Sîn	Legal document	purchase	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P25356	P06649	creditor > witness-scribe	witness, regular (mukinnu)	T03499	BM 30614		Wunsch 1993b, no. 99	Egibi Nūr-Sîn	Legal document	purchase	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P25356	P08899	creditor > witness-scribe	witness, regular (mukinnu)	T03499	BM 30614		Wunsch 1993b, no. 99	Egibi Nūr-Sîn	Legal document	purchase	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P25356	P15480	creditor > witness-scribe	witness, regular (mukinnu)	T03499	BM 30614		Wunsch 1993b, no. 99	Egibi Nūr-Sîn	Legal document	purchase	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P06622	P06613	guarantor > witness-scribe	scribe (ṭupšarru)	T03502	BM 30991		Wunsch 1993b, no. 100	Egibi Nūr-Sîn	Legal document	warranty	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P06622	P06649	guarantor > witness-scribe	witness, regular (mukinnu)	T03502	BM 30991		Wunsch 1993b, no. 100	Egibi Nūr-Sîn	Legal document	warranty	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P06622	P08899	guarantor > witness-scribe	witness, regular (mukinnu)	T03502	BM 30991		Wunsch 1993b, no. 100	Egibi Nūr-Sîn	Legal document	warranty	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P06622	P09043	guarantor > witness-scribe	witness, regular (mukinnu)	T03502	BM 30991		Wunsch 1993b, no. 100	Egibi Nūr-Sîn	Legal document	warranty	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P06622	P15480	guarantor > witness-scribe	witness, regular (mukinnu)	T03502	BM 30991		Wunsch 1993b, no. 100	Egibi Nūr-Sîn	Legal document	warranty	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P09196	P06649	seller > witness-scribe	witness, regular (mukinnu)	T03502	BM 30991		Wunsch 1993b, no. 100	Egibi Nūr-Sîn	Legal document	warranty	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P09196	P08899	seller > witness-scribe	witness, regular (mukinnu)	T03502	BM 30991		Wunsch 1993b, no. 100	Egibi Nūr-Sîn	Legal document	warranty	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P09196	P09043	seller > witness-scribe	witness, regular (mukinnu)	T03502	BM 30991		Wunsch 1993b, no. 100	Egibi Nūr-Sîn	Legal document	warranty	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P09196	P15480	seller > witness-scribe	witness, regular (mukinnu)	T03502	BM 30991		Wunsch 1993b, no. 100	Egibi Nūr-Sîn	Legal document	warranty	Šahrīn	15.10.1 Nabonidus	 Nabonidus
P06673	P06706	recipient > witness-scribe	scribe (ṭupšarru)	T03505	BM 41404		Wunsch 1993b, no. 101	Egibi Nūr-Sîn	Legal document	receipt	Babylon	16.13.1 Nabonidus	 Nabonidus
P06673	P06616	recipient > witness-scribe	witness, regular (mukinnu)	T03505	BM 41404		Wunsch 1993b, no. 101	Egibi Nūr-Sîn	Legal document	receipt	Babylon	16.13.1 Nabonidus	 Nabonidus
P06673	P28582	recipient > witness-scribe	witness, regular (mukinnu)	T03505	BM 41404		Wunsch 1993b, no. 101	Egibi Nūr-Sîn	Legal document	receipt	Babylon	16.13.1 Nabonidus	 Nabonidus
P06184	P22481	creditor > witness-scribe	scribe (ṭupšarru)	T03508	BM 30967		Wunsch 1993b, no. 102	Egibi Nūr-Sîn	Legal document	promissory note	Broken/Unclear	13.2.2 Nabonidus	 Nabonidus
P06241	P22481	creditor > witness-scribe	scribe (ṭupšarru)	T03508	BM 30967		Wunsch 1993b, no. 102	Egibi Nūr-Sîn	Legal document	promissory note	Broken/Unclear	13.2.2 Nabonidus	 Nabonidus
P06184	P06652	creditor > witness-scribe	witness, regular (mukinnu)	T03508	BM 30967		Wunsch 1993b, no. 102	Egibi Nūr-Sîn	Legal document	promissory note	Broken/Unclear	13.2.2 Nabonidus	 Nabonidus
P06184	P09127	creditor > witness-scribe	witness, regular (mukinnu)	T03508	BM 30967		Wunsch 1993b, no. 102	Egibi Nūr-Sîn	Legal document	promissory note	Broken/Unclear	13.2.2 Nabonidus	 Nabonidus
